IATA,Name
QAW,Ft Mcclellan Bus Trml
QBC,Bella Coola
QBF,Vail Van Service
QCE,Van Service
QCU,Heliport
QDM,Shek Mum
QDU,Station
QFI,Heliport
QFK,Harbour
QFQ,Harbour
QGQ,Heliport
QGV,Neu Isenburg
QHU,Husum
QJE,Heliport
QJI,Heliport
QJV,Limousine Service
QKB,Van Service
QKS,Van Service
QLX,Lauterach
QMK,Heliport
QMM,Marina Di Massa
QMQ,Murzuq
QMV,Montvale
QNY,Marine Air Terminal
QPG,Paya Lebar
QPW,Heliport
QQS,London St. Pancras
QQW,London-Waterloo
QRA,Rand/Germiston
QRO,Queretaro
QRW,Warri
QRY,Heliport
QSF,Setif
QSG,Sonderborg
QUB,Ubari
QUF,Pirita Harbour
QUP,Heliport
QVL,Victoria Island
QWF,Fort Collins Bus Servi
QWG,Wilgrove Air Park
QWP,Van Service
QYW,Vieux Port
RAA,Rakanda
RAB,Tokua
RAC,Horlick
RAD,Road Town
RAE,Arar
RAG,Raglan
RAH,Rafha
RAI,Francisco Mendes
RAJ,Civil
RAK,Menara
RAL,Riverside Municipal
RAM,Ramingining
RAN,La Spreta
RAO,Leite Lopes
RAP,Regional
RAQ,Sugimanuru
RAR,Rarotonga
RAS,Rasht
RAT,Raduzhnyi
RAU,Rangpur
RAV,Cravo Norte
RAW,Arawa
RAX,Oram
RAY,Heliport
RAZ,Rawala Kot
RBA,Sale
RBB,Borba
RBC,Robinvale
RBD,Redbird
RBE,Ratanakiri
RBF,Big Bear City Arpt
RBG,Municipal
RBH,Brooks Lodge
RBI,Rabi
RBJ,Rebun
RBK,French Valley
RBL,Red Bluff Fss
RBM,Wallmuhle
RBN,Fort Jefferson
RBO,Robore
RBP,Rabaraba
RBQ,Rurrenabaque
RBR,Pres. Medici
RBS,Orbost
RBT,Marsabit
RBU,Roebourne
RBV,Ramata
RBW,Municipal
RBY,Ruby
RCA,Ellsworth Afb
RCB,Richards Bay
RCE,Roche Harbor
RCH,Riohacha
RCK,Coffield
RCL,Redcliffe
RCM,Richmond
RCN,American River
RCO,Saint Agnant
RCP,Cinder River
RCQ,Reconquista
RCR,Fulton County
RCS,Rochester
RCT,Miller Field
RCU,Rio Cuarto
RCY,Rum Cay
RDA,Rockhampton Downs
RDB,Red Dog
RDC,Redencao
RDD,Redding
RDE,Merdey
RDG,Municipal/Spaatz Fld
RDM,Roberts Field
RDN,LTS Pulau Redang
RDR,Grand Forks AFB
RDS,Rincon de los Sauces
RDT,Richard Toll
RDU,Raleigh-Durham International Airport
RDV,Red Devil
RDZ,Marcillac
REA,Reao
REB,Rechlin
REC,Guararapes Intl
RED,Mifflin County
REE,Reese AFB
REG,Tito Menniti
REH,Rehoboth Beach
REI,Regina
REL,Trelew
REN,Orenburg
REO,State
REP,Siem Reap
RER,Base Aerea Del Sur
RES,Resistencia
RET,Stolport
REU,Reus
REW,Rewa
REX,Gen Lucio Blanco
REY,Reyes
REZ,Resende
RFA,Rafai
RFD,Greater Rockford Airport
RFG,Rooke Field
RFK,Rollang Field
RFN,Raufarhofn
RFP,Raiatea
RFR,Rio Frio
RFS,Rosita
RGA,Rio Grande
RGE,Porgera
RGH,Balurghat
RGI,Rangiroa
RGL,Internacional
RGN,Mingaladon
RGR,Ranger Municipal
RGT,Japura
RHA,Reykholar
RHD,Rio Hondo
RHE,Reims
RHG,Ruhengeri
RHI,Oneida County
RHL,Roy Hill
RHN,Rosh Pina
RHO,Diagoras
RHP,Ramechhap
RHV,Reid-hillview
RIA,Base Aerea De Santa Maria
RIB,Gen Buech
RIC,Richmond International Airport
RID,Richmond Municipal Airport
RIE,Rice Lake
RIF,Reynolds
RIG,Rio Grande
RIJ,Rioja
RIK,Carrillo
RIL,Garfield County
RIM,Rodriguez De Mendoza
RIN,Ringi Cove
RIR,Riverside Fla-Bob
RIS,Rishiri
RIT,Rio Tigre
RIV,March ARB
RIW,Riverton Regional
RIX,Riga
RIY,Riyan Mukalla
RIZ,Rio Alzucar
RJA,Rajahmundry
RJB,Rajbiraj
RJH,Rajshahi
RJI,Rajouri
RJK,Rijeka
RJL,Agoncillo
RJN,Rafsanjan
RKC,Yreka
RKD,Knox County Regional
RKE,Roskilde Airport
RKH,Rock Hill
RKI,Rokot
RKO,Sipora
RKP,Aransas County
RKR,Robert S Kerr
RKS,Sweetwater County
RKT,Ras Al Khaimah
RKU,Kairuku
RKV,Keflavik
RKW,Municipal
RKY,Rokeby
RLA,National
RLD,Richland
RLG,Laage
RLI,Reilly AHP
RLO,Valle Del Conlara
RLP,Rosella Plains
RLT,Arlit
RLU,Bornite Upper
RMA,Roma
RMB,Buraimi
RMC,Machesney
RMD,Ramagundam
RME,Griffiss AFB
RMF,Marsa Alam Intl
RMG,Richard B Russell
RMI,Miramare
RMK,Renmark
RMN,Rumginae
RMP,Rampart
RMQ,Chingchuankang
RMS,Ramstein
RNA,Ulawa Airport
RNB,Kallinge
RNC,Warren County
RND,Randolph AFB
RNE,Renaison
RNG,Rangely
RNH,Municipal
RNI,Corn Island
RNJ,Yoronjima
RNL,Rennell
RNN,Bornholm
RNP,Rongelap Island
RNR,Robinson River
RNS,St Jacques
RNT,Renton
RNU,Ranau
RNZ,Rensselaer
ROA,Roanoke Regional Airport
ROB,Roberts Intl
ROC,Greater Rochester International
ROD,Robertson
ROG,Rogers
ROH,Robinhood
ROI,Roi Et Airport
ROK,Rockhampton
ROL,Roosevelt
RON,Rondon
ROO,Rondonopolis
ROP,Rota
ROR,Babelthuap/Koror
ROS,Fisherton
ROT,Rotorua
ROU,Rousse
ROV,Rostov
ROW,Industrial
ROX,Municipal
ROY,Rio Mayo
RPA,Rolpa
RPB,Roper Bar
RPM,Ngukurr
RPN,Rosh Pina
RPR,Raipur
RPV,Roper Valley
RPX,Roundup
RRA,Ronda
RRE,Marree
RRG,Rodrigues Is
RRI,Barora
RRK,Rourkela
RRL,Municipal
RRM,Marromeu
RRN,Serra Norte
RRO,Sorrento
RRS,Roros
RRT,Warroad
RRV,Robinson River
RSA,Santa Rosa
RSB,Roseberth
RSD,S Eleuthera
RSE,Rose Bay
RSG,Serra Pelada
RSH,Russian SPB
RSI,Rio Sidra
RSJ,Rosario SPB
RSK,Ransiki
RSL,Russell
RSN,Ruston
RSP,Raspberry Strait
RSS,Roseires
RST,International
RSU,Yeosu
RSW,Southwest Florida Reg
RSX,Rouses Point
RTA,Rotuma Island
RTB,Roatan
RTC,Ratnagiri
RTD,Rotunda
RTE,Marguerite Bay
RTG,Ruteng
RTI,Roti
RTL,Spirit Lake
RTM,Rotterdam Zestienhoven
RTN,Crews Field
RTP,Rutland Plains
RTS,Rottnest Island
RTW,Saratov
RTY,Merty
RUA,Arua
RUF,Yuruf
RUG,Rugao
RUH,King Khaled Intl
RUI,Municipal
RUK,Rukumkot
RUM,Rumjatar
RUN,Gillot
RUP,Rupsi
RUR,Rurutu
RUS,Marau Sound
RUT,Rutland
RUU,Ruti
RUV,Rubelsanto
RUY,Copan
RVA,Farafangana
RVC,Rivercess
RVD,Rio Verde
RVE,Los Colonizadores
RVH,Rzhevka
RVK,Ryumsjoen
RVN,Rovaniemi
RVO,Reivilo
RVR,Green River
RVS,R.Lloyd Jones
RVT,Ravensthorpe
RVV,Raivavae
RVY,Rivera
RWB,Rowan Bay
RWF,Redwood Falls Muni
RWI,Rocky Mount-wilson
RWL,Rawlins
RWN,Rovno
RWS,Sumare
RXA,Raudha
RXS,Roxas City
RYB,Rybinsk
RYK,Rahim Yar Khan
RYN,Medis
RYO,Rio Turbio
RZA,Santa Cruz
RZE,Jasionka
RZH,Quartz Hill
RZN,Turlatovo
RZP,CLR Airport
RZR,Ramsar
RZS,Sawan
RZZ,Halifax County
SAA,Shively Field
SAB,J. Yrausquin
SAC,Executive
SAD,Safford
SAE,Sangir
SAF,Santa Fe
SAG,Sagwon
SAJ,Sirajganj
SAK,Saudarkrokur
SAL,El Salvador International
SAM,Salamo
SAN,San Diego International Airport
SAP,Ramon Villeda Morales
SAQ,San Andros
SAR,Sparta Community
SAS,Salton City
SAT,San Antonio International
SAU,Sawu
SAV,Savannah/Hilton Head
SAW,Sabiha Gokcen
SAX,Sambu
SAY,Siena
SAZ,Sasstown
SBA,Municipal
SBB,Santa Barbara Ba
SBC,Selbang
SBD,Norton Afb
SBE,Suabi
SBF,Sardeh Band
SBG,Narita
SBH,St Barthelemy
SBI,Sambailo
SBJ,Sao Mateus
SBK,Saint Brieuc-Armor
SBL,Yacuma
SBM,Memorial
SBN,South Bend Regional
SBO,Salina
SBP,San Luis County Regional Airport
SBQ,Sibi
SBR,Saibai Island
SBS,Steamboat Springs
SBT,Tri-City
SBU,Springbok
SBV,Sabah
SBW,Sibu
SBX,Shelby
SBY,Wicomico Regional
SBZ,Sibiu
SCA,Santa Catalina
SCB,State
SCC,Prudhoe Bay/Deadhorse
SCD,Sulaco
SCE,University Park
SCF,Scottsdale Municipal
SCG,Spring Creek
SCH,Schenectady County
SCI,San Cristobal
SCJ,Smith Cove
SCK,Stockton Metropolitan Airport
SCL,Arturo Merino Benitez
SCM,SPB
SCN,Ensheim
SCO,Aktau
SCP,St Crepin
SCQ,Santiago De Compostela
SCR,Municipal
SCS,Scatsta
SCT,Socotra
SCU,Antonio Maceo
SCV,Salcea
SCW,Syktyvkar
SCX,Salina Cruz
SCY,San Cristobal
SCZ,Santa Cruz Is
SDA,Baghdad International
SDB,Langebaanweg
SDC,Sandcreek
SDD,Lubango
SDE,Santiago Del Estero
SDF,Louisville International (Standiford Field)
SDG,Sanandaj
SDH,Santa Rosa Copan
SDI,Saidor
SDJ,Sendai
SDK,Sandakan
SDL,Sundsvall/harnosand
SDM,Brown Field Municipal
SDN,Sandane
SDO,Ryotsu Sado Is
SDP,Municipal
SDQ,Las Americas
SDR,Santander
SDS,Sado Shima
SDT,Saidu Sharif
SDU,Santos Dumont
SDV,Sde Dov
SDW,Sandwip
SDX,Sedona
SDY,Richland Municipal
SEA,Seattle-Tacoma International
SEB,Sebha
SEC,Serre Chevalier
SEE,Gillespie Field
SEF,Sebring Regional Airport
SEG,Penn Valley
SEH,Senggeh
SEI,Senhor Do Bonfim
SEJ,Seydisfjordur
SEK,Er Errachidia
SEM,Craig AFB
SEN,London Southend
SEO,Seguela
SEP,Clark Field
SEQ,Sungai Pakning
SER,Freeman Municipal
SES,Selfield
SET,San Esteban
SEU,Seronera
SEV,Severodoneck
SEW,Siwa
SEX,Sembach
SEY,Selibaby
SEZ,Seychelles International Airport
SFA,Sfax Thyna
SFB,Orlando Sanford Intl
SFC,St Francois
SFD,Las Flecheras
SFE,San Fernando
SFF,Felts Field
SFG,Esperance
SFH,San Felipe
SFI,Safi
SFJ,Kangerlussuaq
SFK,Soure
SFL,Sao Filipe
SFM,Sanford
SFN,Santa Fe
SFO,San Francisco International
SFP,Surfers Paradise
SFQ,Sanliurfa
SFR,San Fernando
SFT,Skelleftea
SFU,Safia
SFV,Santa Fe Do Sul
SFW,Santa Fe
SFX,San Felix
SFZ,North Central
SGA,Sheghnan
SGB,Singaua
SGC,Surgut
SGD,Sonderborg
SGE,Siegerland Airport
SGF,Springfield-Branson Rg
SGG,Simanggang
SGH,Springfield
SGI,Sargodha Apt
SGJ,Sagarai
SGK,Sangapi
SGL,Sangley Point NAS
SGM,San Ignacio
SGN,Tan Son Nhat International
SGO,St George
SGP,Shay Gap
SGQ,Sanggata
SGR,Sugar Land Regional
SGS,Sanga Sanga
SGT,Stuttgart Municipal
SGU,Municipal
SGV,Sierra Grande
SGW,Saginaw Bay
SGX,Songea
SGY,Municipal
SGZ,Songkhla
SHA,Hongqiao
SHB,Nakashibetsu
SHC,Indaselassie
SHD,Shenandoah Valley
SHE,Shenyang
SHF,Shanhaiguan
SHG,Shungnak
SHH,Shishmaref
SHI,Shimojishima
SHJ,Sharjah
SHK,Sehonghong
SHL,Barapani
SHM,Shirahama
SHN,Sanderson Field
SHO,Seolak
SHP,Qinhuangdao
SHQ,Southport
SHR,Sheridan
SHS,Shashi
SHT,Shepparton
SHU,Smith Point
SHV,Regional
SHW,Sharurah
SHX,Shageluk
SHY,Shinyanga
SHZ,Seshutes
SIA,Xiguan
SIB,Sibiti
SIC,Sinop Airport
SID,Amilcar Cabral Intl
SIE,Sines
SIF,Simara
SIG,Isla Grande
SIH,Silgadi Doti
SII,Sidi Ifni
SIJ,Siglufjordur
SIK,Memorial
SIL,Sila
SIM,Simbai
SIN,Changi
SIO,Smithton
SIP,Simferopol
SIQ,Dabo
SIR,Sion
SIS,Sishen
SIT,Sitka
SIU,Siuna
SIV,County
SIW,Sibisa
SIX,Singleton
SIY,Siskiyou County
SIZ,Sissano
SJA,San Juan
SJB,San Joaquin
SJC,Mineta San Jose International Airport
SJD,Los Cabos
SJE,San Jose Del Gua
SJF,St John Island
SJG,San Pedro Jagua
SJH,San Juan Del Cesar
SJI,Mcguire Fld
SJJ,Sarajevo
SJK,Sao Jose Dos Campos
SJL,Da Cachoeira
SJM,San Juan
SJN,Municipal
SJO,Juan Santamaría International
SJP,Sao Jose Do Rio Preto
SJQ,Sesheke
SJR,San Juan D Ur
SJS,San Jose
SJT,Mathis Fld
SJU,Luis Munoz Marin Intl
SJV,San Javier
SJW,Daguocun
SJX,Sartaneja
SJY,Ilmajoki
SJZ,Sao Jorge Island
SKA,Fairchild AFB
SKB,Robert L Bradshaw International
SKC,Suki
SKD,Samarkand
SKE,Skien
SKF,Kelly AFB
SKG,Macedonia International
SKH,Kadmandu
SKI,Skikda
SKJ,Sitkinak Cgs
SKK,Shaktoolik
SKL,Broadford
SKM,Skeldon
SKN,Skagen
SKO,Sokoto
SKP,Petrovec
SKQ,Sekakes
SKR,Shakiso
SKS,Vojens
SKT,Sialkot International
SKU,Skiros
SKV,Mount Sinai
SKW,Intermediate
SKX,Saransk
SKY,Griffing Sandusky
SKZ,Sukkur
SLA,Gen Belgrano
SLB,Municipal
SLC,Salt Lake City International
SLD,Sliac
SLE,Mcnary Field
SLF,Sulayel
SLG,Smith Field
SLH,Sola
SLI,Solwezi
SLJ,Stellar Air Park
SLK,Adirondack
SLL,Salalah
SLM,Matacan
SLN,Salina
SLO,Leckrone
SLP,San Luis Potosi
SLQ,Sleetmute
SLR,Sulphur Springs
SLS,Silistra
SLT,Salida
SLU,George F L Charles
SLV,Simla
SLW,Saltillo
SLX,Salt Cay
SLY,Salekhard
SLZ,Marechal Cunha Machado
SMA,Vila Do Porto
SMB,Cerro Sombrero
SMC,Santa Maria
SMD,Smith Field
SME,Pulaski County
SMF,Sacramento International
SMG,Santa Maria
SMH,Sapmanga
SMI,Samos
SMJ,Sim
SMK,St Michael
SML,Estate Airstrip
SMM,Semporna
SMN,Salmon
SMO,Santa Monica
SMP,Stockholm
SMQ,Sampit
SMR,Simon Bolivar
SMS,Sainte Marie
SMT,Sun Moon Lake
SMU,Sheep Mountain
SMV,Samedan
SMW,Smara
SMX,Public
SMY,Simenti
SMZ,Stoelmans Eiland
SNA,John Wayne
SNB,Snake Bay
SNC,Salinas
SND,Seno
SNE,Preguica
SNF,San Felipe
SNG,San Ignacio De Velasco
SNH,Stanthorpe
SNI,R.E. Murray
SNJ,San Julian
SNK,Winston Field
SNL,Municipal
SNM,San Ignacio De M
SNN,Shannon
SNO,Sakon Nakhon
SNP,Saint Paul Island
SNQ,San Quintin
SNR,Montoir
SNS,Salinas
SNT,Sabana De Torres
SNU,Abel Santa Maria
SNV,Santa Elena
SNW,Thandwe
SNX,Sabana De Mar
SNY,Sidney
SNZ,Santa Cruz
SOA,Soc Trang
SOB,Saarmelleek/balaton
SOC,Adi Sumarmo
SOD,Sorocaba
SOE,Souanke
SOF,Sofia
SOG,Haukasen
SOH,Solita
SOI,South Molle Island
SOJ,Sorkjosen
SOK,Semongkong
SOL,Solomon
SOM,Edmundo Barrios
SON,Pekoa
SOO,Soderhamn
SOP,Pinehurst-S. Pines
SOQ,Jefman
SOR,Al Thaurah
SOT,Sodankyla
SOU,Southampton Airport
SOV,Seldovia
SOW,Show Low
SOX,Alberto Lleras Camargo
SOY,Stronsay
SOZ,Solenzara
SPA,Spartanburg
SPB,SPB
SPC,La Palma
SPD,Saidpur
SPE,Sepulot
SPF,Black Hills
SPG,Whitted
SPH,Sopu
SPI,Capital
SPJ,Eleftherios Venizelos
SPM,Spangdahlem
SPN,International
SPO,San Pablo
SPP,Menongue
SPQ,Catalina SPB
SPR,San Pedro
SPS,Sheppard AFB
SPT,Sipitang
SPU,Split
SPV,Sepik Plains
SPW,Municipal
SPX,Spaceland
SPY,San Pedro
SPZ,Springdale Muni
SQA,Santa Ynez
SQB,Santa Ana
SQC,Southern Cross
SQD,Sinop
SQE,San Luis De Pale
SQF,Solano
SQG,Sintang
SQH,Na-San
SQI,Whiteside County
SQJ,Shehdi
SQK,Sidi Barani
SQL,San Carlos
SQM,Sao Miguel Azores
SQN,Sanana
SQO,Gunnarn
SQP,Starcke
SQQ,Siauliai International
SQR,Inco Soroako Waws
SQS,Matthew Spain
SQT,China Straits Airstrip
SQU,Saposoa
SQV,Sequim Valley Arpt
SQW,Skive Airport
SQX,Sao Miguel Do Oeste
SQY,Sao Lourenco Do Sul
SQZ,RAF Station
SRA,Santa Rosa
SRB,Santa Rosa
SRC,Searcy
SRD,San Ramon
SRE,Juana Azurduy de Padilla
SRF,Hamilton Field
SRG,Achmad Yani
SRH,Sarh
SRI,Samarinda
SRJ,Capitan G Q Guardia
SRK,Sierra Leone
SRL,Santa Rosalia
SRM,Sandringham
SRN,Strahan
SRO,Santana Ramos
SRP,Stord Airport
SRQ,Sarasota-Bradenton International Airport
SRR,Dunwich
SRS,Santa Fe De Bogota
SRT,Soroti
SRU,Skypark
SRV,Stony River
SRW,Rowan County
SRX,Sert
SRY,Dashte Naz
SRZ,El Trompillo
SSA,Luis Eduardo Magalhaes
SSB,SPB
SSC,Shaw AFB
SSD,San Felipe
SSE,Sholapur
SSF,Stinson Municipal
SSG,Santa Isabel
SSH,Ophira International
SSI,Mckinnon
SSJ,Stokka
SSK,Sturt Creek
SSL,Santa Rosalia
SSO,Sao Lourenco
SSP,Silver Plains
SSQ,La Sarre
SSR,Sara
SSS,Siassi
SST,Santa Teresita
SSU,Greenbrier
SSV,Siasi
SSW,Stuart Island
SSX,Samsun
SSZ,Santos
STA,Stauning Vestjyllands Airport
STB,L Delicias
STC,Municipal
STD,Mayo Guerrero
STE,Stevens Point
STF,Stephen Island
STG,St George Island
STH,Strathmore
STI,Cibao International Airport
STJ,Rosecrans Memorial
STK,Crosson Field
STL,Lambert-St. Louis International
STM,Eduardo Gomes
STN,London Stansted
STP,Downtown
STQ,St Marys
STR,Echterdingen
STS,Sonoma County
STT,Cyril E King Airport
STU,Santa Cruz
STV,Surat
STW,Stavropol
STX,Alex Hamilton
STY,Salto
STZ,Confresa
SUA,Witham Field
SUB,Juanda
SUC,Schloredt
SUD,Stroud
SUE,Door County
SUF,S Eufemia
SUG,Surigao
SUH,Sur
SUI,Babusheri
SUJ,Satu Mare
SUK,Samcheok
SUL,Sui
SUM,Municipal
SUN,Sun Valley
SUO,Sun River
SUP,Trunojoyo
SUQ,Sucua
SUR,Summer Beaver
SUS,Spirit Of St Louis
SUT,Sumbawanga
SUU,Travis AFB
SUV,Nausori
SUW,Richard I Bong Arpt
SUX,Sioux Gateway
SUY,Sudureyri
SUZ,Suria
SVA,Savoonga
SVB,Sambava
SVC,Grant County
SVD,E. T. Joshua
SVE,Susanville
SVF,Save
SVG,Sola
SVH,Municipal
SVI,San Vicente
SVJ,Helle
SVK,Silver Creek
SVL,Savonlinna
SVN,Hunter AAF
SVO,Sheremetyevo
SVP,Kuito (Silva Porto)
SVQ,San Pablo
SVR,Svay Rieng
SVS,Stevens Village
SVT,Savuti
SVU,Savusavu
SVV,San Salvador De
SVW,Sparrevohn AFS
SVX,Koltsovo International Airport
SVY,Savo
SVZ,San Antonio
SWA,Shantou
SWB,Shaw River
SWC,Stawell
SWD,Seward
SWE,Siwea
SWF,Stewart
SWG,Satwag
SWH,Swan Hill
SWI,Gypsy
SWJ,South West Bay
SWK,Segrate
SWL,Spanish Wells
SWM,Suia-Missu
SWN,Sahiwal
SWO,Searcy Fld
SWP,Swakopmund
SWQ,Brang Bidji
SWR,Silur
SWS,Fairwood Comm
SWT,Strzhewoi
SWU,Suwon
SWV,Shikarpur
SWW,Sweetwater
SWX,Shakawe
SWY,Sitiawan
SWZ,Sydney West
SXA,Sialum
SXB,Entzheim
SXC,Avalo Vor/WP
SXD,Sophia Antipolis
SXE,Sale
SXF,Schoenefeld
SXG,Senanga
SXH,Sehulea
SXI,Sirri Island
SXJ,Shanshan
SXK,Saumlaki
SXL,Collooney
SXM,Princess Juliana International
SXN,Suapan
SXO,Sao Felix Do Araguaia
SXP,Sheldon SPB
SXQ,Soldotna
SXR,Srinagar
SXS,Sahabat 16
SXT,Taman Negara
SXU,Soddu
SXV,Salem
SXW,Sauren
SXX,Sao Felix Do Xingu
SXY,Sidney
SXZ,Siirt
SYA,Shemya AFB
SYB,Seal Bay
SYC,Shiringayoc
SYD,Kingsford Smith
SYE,Sadah
SYF,Silva Bay
SYG,Spitsberg
SYH,Syangboche
SYI,Bomar Field
SYJ,Sirjan
SYK,Stykkisholmur
SYL,Roberts AAF
SYM,Simao
SYN,Carleton
SYO,Shonai
SYP,Santiago
SYR,Syracuse Hancock International Airport
SYS,Yeosu
SYT,Charolais Bourgogne S.
SYU,Warraber Island
SYV,Sylvester
SYW,Sehwen Sharif
SYX,Fenghuang International (Phoenix International)
SYY,Stornoway
SYZ,Shiraz
SZA,Soyo
SZB,Sultan Abdul Aziz Shah
SZC,Guanacaste
SZD,Sheffield City Airport
SZE,Semera Airport
SZF,Carsamba
SZG,W. A. Mozart
SZH,Senipah
SZI,Zaisan
SZJ,Siguanea
SZK,Skukuza
SZL,Whiteman AFB
SZM,Sesriem
SZN,Santa Cruz Island
SZO,Shanzhou
SZP,Oxnard
SZQ,Saenz Pena
SZR,Stara Zagora
SZS,Stewart Island
SZT,San Cristobal Airport
SZU,Segou
SZV,Suzhou
SZW,Parchim Airport
SZX,Shenzhen
SZY,Mazury
SZZ,Goleniow
TAA,Tarapaina
TAB,Crown Point Airport
TAC,D.Z. Romualdez
TAD,Las Animas
TAE,Daegu
TAF,Tafaraoui
TAG,Tagbilaran
TAH,Tanna
TAI,Al Janad
TAJ,Tadji
TAK,Takamatsu
TAL,Ralph Calhoun
TAM,Gen F Javier Mina
TAN,Tangalooma
TAO,Qingdao
TAP,Tapachula International
TAQ,Tarcoola
TAR,M. A. Grottag
TAS,Yuzhny
TAT,Poprad/tatry
TAU,Tauramena
TAV,Tau
TAW,Tacuarembo
TAX,Taliabu
TAY,Tartu
TAZ,Dashoguz
TBA,Tabibuga
TBB,Tuy Hoa
TBC,Tuba City
TBD,Timbiqui
TBE,Timbunke
TBF,Tabiteuea North
TBG,Tabubil
TBH,Romblon
TBI,New Bright
TBJ,Tabarka
TBK,Timber Creek
TBL,Tableland
TBM,Tumbang Samba
TBN,Forney AAF
TBO,Tabora
TBP,Tumbes
TBQ,Tarabo
TBR,Statesboro-Bulloch County Airport
TBS,Lochini (novo Alexeyevka)
TBT,Internacional
TBV,Tabal
TBW,Tambov
TBX,Taabo
TBY,Tsabong
TBZ,Tabriz
TCA,Tennant Creek
TCB,Treasure Cay
TCC,Tucumcari
TCD,Tarapaca
TCE,Tulcea
TCF,Tocoa
TCG,Tacheng
TCH,Tchibanga
TCJ,Torembi Airport
TCK,Tinboli Airport
TCL,Van De Graaf
TCM,McChord AFB
TCN,Tehuacan
TCO,La Florida
TCP,Taba International
TCQ,Tacna
TCR,Tuticorin
TCS,Municipal
TCT,Takotna
TCU,Thaba Nchu
TCV,Tete
TCW,Tocumwal
TCX,Tabas
TCY,Terrace Bay
TDA,Trinidad
TDB,Tetabedi
TDD,Trinidad
TDG,Tandag
TDJ,Tadjoura
TDK,Taldy-Kurgan
TDL,Tandil
TDN,Theda Station
TDO,Winlock
TDR,Theodore
TDS,Sasereme
TDT,Tanda Tula
TDV,Tanandava
TDW,Tradewind
TDX,Trat
TDZ,Toledo
TEA,Tela
TEB,Teterboro
TEC,Telemaco Borba
TED,Thisted
TEE,Tbessa
TEF,Telfer
TEG,Tenkodogo
TEH,Tetlin
TEI,Tezu
TEK,Tatitlek
TEL,Telupid
TEM,Temora
TEN,Tongren
TEO,Terapo
TEP,Teptep
TEQ,Corlu
TER,Lajes Ab
TES,Tessenei
TET,Matundo
TEU,Manapouri
TEW,Tohid
TEX,Telluride
TEY,Thingeyri
TEZ,Salonibari
TFB,Tifalmin
TFC,Taormina Harbour
TFF,Tefe
TFI,Tufi
TFL,Teofilo Otoni
TFM,Telefomin
TFN,Tenerife Norte (Los Rodeos)
TFR,Ramadan
TFS,Sur Reina Sofia
TFT,Taftan
TFY,Tarfaya
TGB,Tagbita
TGD,Golubovci
TGE,Sharpe Field
TGF,Tignes
TGG,Sultan Mahmood
TGH,Tongoa
TGI,Tingo Maria
TGJ,Tiga
TGL,Tagula
TGM,Transilvania
TGN,La Trobe  Regional
TGO,Tongliao
TGQ,Tangara da Serra
TGR,Touggourt
TGS,Chokwe
TGT,Tanga
TGU,Toncontin
TGV,Targovishte
TGX,Tingrela
TGZ,Llano San Juan
THA,Tullahoma/William Northern Field
THB,Thaba-Tseka
THC,Tchien
THE,Senador Petrônio Portella
THF,Tempelhof
THG,Thangool
THH,Taharoa
THI,Tichitt
THK,Thakhek
THL,Tachilek
THM,Thompsonfield
THN,Trollhattan
THO,Thorshofn
THP,Hot Springs
THR,Mehrabad/ghaleh Morghi
THS,Sukhothai
THT,Tamchakett
THU,Pituffik
THV,York Airport
THY,Thohoyandou
THZ,Tahoua
TIA,Rinas Mother Teresa
TIB,Tibu
TIC,Tinak Island
TID,Bouchekif Abde Al-hafidh Boussof
TIE,Tippi
TIF,Taif
TIG,Tingwon
TIH,Tikehau Atoll
TII,Tirinkot
TIJ,General A. L. Rodriguez Intl
TIK,Tinker AFB
TIL,Inverlake
TIM,Timika
TIN,Tindouf
TIO,Tilin
TIP,International
TIQ,Tinian
TIR,Tirupati
TIS,Thursday Island
TIU,Timaru
TIV,Tivat
TIW,Industrial
TIX,Space Center Exect.
TIY,Tidjikja
TIZ,Tari
TJA,Tarija
TJB,Tanjung Balai
TJC,Ticantiki
TJG,Tanjung Warukin
TJH,Tajima
TJI,Capiro
TJK,Tokat
TJM,Roschino
TJN,Takume
TJQ,Bulutumbang
TJS,Tanjung Selor
TJV,Thanjavur
TKA,Talkeetna
TKB,Tekadu
TKC,Tiko
TKD,Takoradi
TKE,Tenakee SPB
TKF,Truckee-Tahoe
TKG,Branti
TKH,Nakhon Sawan
TKI,Tokeen
TKJ,Tok
TKK,Truk
TKL,Taku SPB
TKM,El Peten
TKN,Tokunoshima
TKO,Tlokoeng
TKP,Takapoto
TKQ,Kigoma
TKR,Thakurgaon
TKS,Tokushima
TKT,Tak
TKU,Turku
TKV,Tatakoto
TKW,Tekin
TKX,Takaroa
TKY,Turkey Creek
TKZ,Tokoroa
TLA,Teller
TLB,Tarbela
TLC,Licenciado Adolfo Lopez Mateos International
TLD,Limpopo Valley
TLE,Tulear
TLF,Telida
TLG,Tulagi Island
TLH,Tallahassee Regional Airport
TLI,Tolitoli
TLJ,Tatalina AFS
TLK,Talknafjordur
TLL,Ulemiste
TLM,Zenata
TLN,Le Palyvestre
TLO,Tol
TLP,Tumolbil
TLR,Mefford Field
TLS,Blagnac
TLT,Tuluksak
TLU,Tolu
TLV,Ben Gurion Intl
TLW,Talasea
TLX,Talca
TLZ,Catalao
TMA,Henry Tift Myers
TMB,Tamiami
TMC,Tjilik Riwut
TMD,Timbedra
TME,Tame
TMG,Tomanggong
